Category,ID,Latitude,Longitude,Date,MODIS_Tile,MYD13A2_061_Line_Y_1km,MYD13A2_061_Sample_X_1km,MYD13A2_061__1_km_16_days_NDVI,MYD13A2_061__1_km_16_days_VI_Quality,MYD13A2_061__1_km_16_days_VI_Quality_bitmask,MYD13A2_061__1_km_16_days_VI_Quality_MODLAND,MYD13A2_061__1_km_16_days_VI_Quality_MODLAND_Description,MYD13A2_061__1_km_16_days_VI_Quality_VI_Usefulness,MYD13A2_061__1_km_16_days_VI_Quality_VI_Usefulness_Description,MYD13A2_061__1_km_16_days_VI_Quality_Aerosol_Quantity,MYD13A2_061__1_km_16_days_VI_Quality_Aerosol_Quantity_Description,MYD13A2_061__1_km_16_days_VI_Quality_Adjacent_cloud_detected,MYD13A2_061__1_km_16_days_VI_Quality_Adjacent_cloud_detected_Description,MYD13A2_061__1_km_16_days_VI_Quality_Atmosphere_BRDF_Correction,MYD13A2_061__1_km_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MYD13A2_061__1_km_16_days_VI_Quality_Mixed_Clouds,MYD13A2_061__1_km_16_days_VI_Quality_Mixed_Clouds_Description,MYD13A2_061__1_km_16_days_VI_Quality_Land/Water_Mask,MYD13A2_061__1_km_16_days_VI_Quality_Land/Water_Mask_Description,MYD13A2_061__1_km_16_days_VI_Quality_Possible_snow/ice,MYD13A2_061__1_km_16_days_VI_Quality_Possible_snow/ice_Description,MYD13A2_061__1_km_16_days_VI_Quality_Possible_shadow,MYD13A2_061__1_km_16_days_VI_Quality_Possible_shadow_Description
Iran,19,36.3,59.5,2019-11-25,h22v05,443.0,954.0,0.1389,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2019-12-11,h22v05,443.0,954.0,0.1213,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2019-12-27,h22v05,443.0,954.0,0.1095,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2020-01-09,h22v05,443.0,954.0,0.1017,35217.0,0b1000100110010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Iran,19,36.3,59.5,2020-01-25,h22v05,443.0,954.0,0.111,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2020-02-10,h22v05,443.0,954.0,0.1177,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2020-02-26,h22v05,443.0,954.0,0.1337,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2020-03-13,h22v05,443.0,954.0,0.1558,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2020-03-29,h22v05,443.0,954.0,0.1832,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2020-04-14,h22v05,443.0,954.0,0.2287,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2020-04-30,h22v05,443.0,954.0,0.1936,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2020-05-16,h22v05,443.0,954.0,0.2327,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2020-06-01,h22v05,443.0,954.0,0.2093,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2020-06-17,h22v05,443.0,954.0,0.2104,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2020-07-03,h22v05,443.0,954.0,0.1891,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2020-07-19,h22v05,443.0,954.0,0.1943,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2020-08-04,h22v05,443.0,954.0,0.1965,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2020-08-20,h22v05,443.0,954.0,0.1843,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2020-09-05,h22v05,443.0,954.0,0.1704,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2020-09-21,h22v05,443.0,954.0,0.1773,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2020-10-07,h22v05,443.0,954.0,0.1775,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2020-10-23,h22v05,443.0,954.0,0.1283,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2020-11-08,h22v05,443.0,954.0,0.112,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2020-11-24,h22v05,443.0,954.0,0.1006,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2020-12-10,h22v05,443.0,954.0,0.1044,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2020-12-26,h22v05,443.0,954.0,0.1069,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-01-09,h22v05,443.0,954.0,0.0977,3094.0,0b0000110000010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-01-25,h22v05,443.0,954.0,0.0916,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-02-10,h22v05,443.0,954.0,0.1018,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-02-26,h22v05,443.0,954.0,0.0981,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-03-14,h22v05,443.0,954.0,0.1143,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-03-30,h22v05,443.0,954.0,0.113,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-04-15,h22v05,443.0,954.0,0.1562,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-05-01,h22v05,443.0,954.0,0.1825,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-05-17,h22v05,443.0,954.0,0.1705,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-06-02,h22v05,443.0,954.0,0.1739,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-06-18,h22v05,443.0,954.0,0.1747,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-07-04,h22v05,443.0,954.0,0.1686,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-07-20,h22v05,443.0,954.0,0.1686,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-08-05,h22v05,443.0,954.0,0.1726,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-08-21,h22v05,443.0,954.0,0.1594,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-09-06,h22v05,443.0,954.0,0.1766,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-09-22,h22v05,443.0,954.0,0.1371,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-10-08,h22v05,443.0,954.0,0.1601,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-10-24,h22v05,443.0,954.0,0.1436,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-11-09,h22v05,443.0,954.0,0.1226,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-11-25,h22v05,443.0,954.0,0.103,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-12-11,h22v05,443.0,954.0,0.1028,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2021-12-27,h22v05,443.0,954.0,0.0972,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-01-09,h22v05,443.0,954.0,0.1006,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-01-25,h22v05,443.0,954.0,0.0976,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-02-10,h22v05,443.0,954.0,0.0897,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-02-26,h22v05,443.0,954.0,0.0919,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-03-14,h22v05,443.0,954.0,0.1057,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-03-30,h22v05,443.0,954.0,0.108,2058.0,0b0000100000001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality (0010),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-04-15,h22v05,443.0,954.0,0.186,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-05-01,h22v05,443.0,954.0,0.2305,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-05-17,h22v05,443.0,954.0,0.2101,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-06-02,h22v05,443.0,954.0,0.2028,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-06-18,h22v05,443.0,954.0,0.1865,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-07-04,h22v05,443.0,954.0,0.1655,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-07-20,h22v05,443.0,954.0,0.1642,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-08-05,h22v05,443.0,954.0,0.1552,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-08-21,h22v05,443.0,954.0,0.1499,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-09-06,h22v05,443.0,954.0,0.1486,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-09-22,h22v05,443.0,954.0,0.1381,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-10-08,h22v05,443.0,954.0,0.1507,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-10-24,h22v05,443.0,954.0,0.1315,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-11-09,h22v05,443.0,954.0,0.1245,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-11-25,h22v05,443.0,954.0,0.1091,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-12-11,h22v05,443.0,954.0,0.0745,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2022-12-27,h22v05,443.0,954.0,0.0949,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-01-09,h22v05,443.0,954.0,0.0843,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-01-25,h22v05,443.0,954.0,0.0756,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-02-10,h22v05,443.0,954.0,0.0838,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-02-26,h22v05,443.0,954.0,0.0883,2317.0,0b0000100100001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-03-14,h22v05,443.0,954.0,0.0941,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-03-30,h22v05,443.0,954.0,0.1273,2372.0,0b0000100101000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-04-15,h22v05,443.0,954.0,0.193,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-05-01,h22v05,443.0,954.0,0.1717,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-05-17,h22v05,443.0,954.0,0.1414,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-06-02,h22v05,443.0,954.0,0.1534,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-06-18,h22v05,443.0,954.0,0.1564,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-07-04,h22v05,443.0,954.0,0.1697,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-07-20,h22v05,443.0,954.0,0.1582,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-08-05,h22v05,443.0,954.0,0.1499,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-08-21,h22v05,443.0,954.0,0.1398,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-09-06,h22v05,443.0,954.0,0.1514,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-09-22,h22v05,443.0,954.0,0.1324,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-10-08,h22v05,443.0,954.0,0.1391,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-10-24,h22v05,443.0,954.0,0.1422,2120.0,0b0000100001001000,0b00,"VI produced, good quality",0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-11-09,h22v05,443.0,954.0,0.121,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-11-25,h22v05,443.0,954.0,0.107,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-12-11,h22v05,443.0,954.0,0.096,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2023-12-27,h22v05,443.0,954.0,0.0911,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2024-01-09,h22v05,443.0,954.0,0.0989,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2024-01-25,h22v05,443.0,954.0,0.0926,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2024-02-10,h22v05,443.0,954.0,0.0869,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2024-02-26,h22v05,443.0,954.0,0.1043,2441.0,0b0000100110001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Iran,19,36.3,59.5,2024-03-13,h22v05,443.0,954.0,0.0997,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
