Category,ID,Latitude,Longitude,Date,SMAP_Tile,SPL3SMP_E_006_Line_Y_9.00805km,SPL3SMP_E_006_Sample_X_9.00805km,SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_soil_moisture,SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag,SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_Recommended_Quality_Description,SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_Retrieval_Attempted_Description,SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_Retrieval_Successful_Description,SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_Retrieval_Successful_FT_Description,SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_Undefined_Description
Indonesia,10,-7.2,110.5,2020-11-19,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2020-11-20,h00v00,913.0,3111.0,0.5617951,13.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2020-11-21,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2020-11-22,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2020-11-23,h00v00,913.0,3111.0,0.5617951,13.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2020-11-24,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2020-11-25,h00v00,913.0,3111.0,0.2931593,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2020-11-26,h00v00,913.0,3111.0,0.5537081,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2020-11-27,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2020-11-28,h00v00,913.0,3111.0,0.4220126,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2020-11-29,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2020-11-30,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2020-12-01,h00v00,913.0,3111.0,0.5617951,13.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2020-12-02,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2020-12-03,h00v00,913.0,3111.0,0.5394862,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2020-12-04,h00v00,913.0,3111.0,0.5617951,13.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2020-12-05,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2020-12-06,h00v00,913.0,3111.0,0.5617951,13.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2020-12-07,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2020-12-08,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2020-12-09,h00v00,913.0,3111.0,0.5617951,13.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2020-12-10,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2020-12-11,h00v00,913.0,3111.0,0.4627473,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2020-12-12,h00v00,913.0,3111.0,0.5617951,13.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2020-12-13,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2020-12-14,h00v00,913.0,3111.0,0.5146365,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2020-12-15,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2020-12-16,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2020-12-17,h00v00,913.0,3111.0,0.5617951,13.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2020-12-18,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2020-12-19,h00v00,913.0,3111.0,0.5518192,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2020-12-20,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2020-12-21,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2020-12-22,h00v00,913.0,3111.0,0.3353738,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2020-12-23,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2020-12-24,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2020-12-25,h00v00,913.0,3111.0,0.4901401,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2020-12-26,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2020-12-27,h00v00,913.0,3111.0,0.4092897,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2020-12-28,h00v00,913.0,3111.0,0.5173145,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2020-12-29,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2020-12-30,h00v00,913.0,3111.0,0.5079757,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2020-12-31,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-01-01,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-01-02,h00v00,913.0,3111.0,0.5146101,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-01-03,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-01-04,h00v00,913.0,3111.0,0.3781736,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-01-05,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-01-06,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-01-07,h00v00,913.0,3111.0,0.378969,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-01-08,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-01-09,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-01-10,h00v00,913.0,3111.0,0.5239174,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-01-11,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-01-12,h00v00,913.0,3111.0,0.5617951,13.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-01-13,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-01-14,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-01-15,h00v00,913.0,3111.0,0.3190782,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-01-16,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-01-17,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-01-18,h00v00,913.0,3111.0,0.5617951,13.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-01-19,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-01-20,h00v00,913.0,3111.0,0.3960316,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-01-21,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-01-22,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-01-23,h00v00,913.0,3111.0,0.3315178,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-01-24,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-01-25,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-01-26,h00v00,913.0,3111.0,0.5617951,13.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-01-27,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-01-28,h00v00,913.0,3111.0,0.4776371,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-01-29,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-01-30,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-01-31,h00v00,913.0,3111.0,0.457983,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-02-01,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-02-02,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-02-03,h00v00,913.0,3111.0,0.4012578,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-02-04,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-02-05,h00v00,913.0,3111.0,0.4487442,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-02-06,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-02-07,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-02-08,h00v00,913.0,3111.0,0.3863351,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-02-09,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-02-10,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-02-11,h00v00,913.0,3111.0,0.5617951,13.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-02-12,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-02-13,h00v00,913.0,3111.0,0.4240752,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-02-14,h00v00,913.0,3111.0,0.487771,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-02-15,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-02-16,h00v00,913.0,3111.0,0.4624299,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-02-17,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-02-18,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-02-19,h00v00,913.0,3111.0,0.5617951,13.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-02-20,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-02-21,h00v00,913.0,3111.0,0.3624533,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-02-22,h00v00,913.0,3111.0,0.5617951,13.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-02-23,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-02-24,h00v00,913.0,3111.0,0.5617951,13.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-02-25,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-02-26,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-02-27,h00v00,913.0,3111.0,0.5617951,13.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-02-28,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-03-01,h00v00,913.0,3111.0,0.4597836,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-03-02,h00v00,913.0,3111.0,0.5617951,13.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-03-03,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-03-04,h00v00,913.0,3111.0,0.5617951,13.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-03-05,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-03-06,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-03-07,h00v00,913.0,3111.0,0.5617951,13.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-03-08,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-03-09,h00v00,913.0,3111.0,0.4867385,9.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-03-10,h00v00,913.0,3111.0,0.5617951,13.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was not successful,
Indonesia,10,-7.2,110.5,2021-03-11,h00v00,913.0,3111.0,-9999.0,7.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not used
Indonesia,10,-7.2,110.5,2021-03-12,h00v00,913.0,3111.0,0.5617951,13.0,Soil moisture retrieval doesn't have recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was not successful,
