Category,ID,Latitude,Longitude,Date,MODIS_Tile,VNP13A1_002_Line_Y_500m,VNP13A1_002_Sample_X_500m,VNP13A1_002_500_m_16_days_NDVI,VNP13A1_002_500_m_16_days_VI_Quality,VNP13A1_002_500_m_16_days_VI_Quality_bitmask,VNP13A1_002_500_m_16_days_VI_Quality_MODLAND,VNP13A1_002_500_m_16_days_VI_Quality_MODLAND_Description,VNP13A1_002_500_m_16_days_VI_Quality_VI_usefulness,VNP13A1_002_500_m_16_days_VI_Quality_VI_usefulness_Description,VNP13A1_002_500_m_16_days_VI_Quality_Aerosol_quantity,VNP13A1_002_500_m_16_days_VI_Quality_Aerosol_quantity_Description,VNP13A1_002_500_m_16_days_VI_Quality_Adjacent_cloud_detected,VNP13A1_002_500_m_16_days_VI_Quality_Adjacent_cloud_detected_Description,VNP13A1_002_500_m_16_days_VI_Quality_Atmosphere_BRDF_correction,VNP13A1_002_500_m_16_days_VI_Quality_Atmosphere_BRDF_correction_Description,VNP13A1_002_500_m_16_days_VI_Quality_Mixed_clouds,VNP13A1_002_500_m_16_days_VI_Quality_Mixed_clouds_Description,VNP13A1_002_500_m_16_days_VI_Quality_Land/Water_flag,VNP13A1_002_500_m_16_days_VI_Quality_Land/Water_flag_Description,VNP13A1_002_500_m_16_days_VI_Quality_Possible_snow/ice,VNP13A1_002_500_m_16_days_VI_Quality_Possible_snow/ice_Description,VNP13A1_002_500_m_16_days_VI_Quality_Possible_shadow,VNP13A1_002_500_m_16_days_VI_Quality_Possible_shadow_Description
Iran,19,36.3,59.5,2018-01-25,h22v05,887.0,1908.0,0.1172,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-02-02,h22v05,887.0,1908.0,0.099,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-02-10,h22v05,887.0,1908.0,0.099,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-02-18,h22v05,887.0,1908.0,0.1029,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-02-26,h22v05,887.0,1908.0,0.1029,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-03-06,h22v05,887.0,1908.0,0.1357,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-03-14,h22v05,887.0,1908.0,0.1357,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-03-22,h22v05,887.0,1908.0,0.1333,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-03-30,h22v05,887.0,1908.0,0.1316,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-04-07,h22v05,887.0,1908.0,0.1316,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-04-15,h22v05,887.0,1908.0,0.1392,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-04-23,h22v05,887.0,1908.0,0.1513,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-05-01,h22v05,887.0,1908.0,0.1513,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-05-09,h22v05,887.0,1908.0,0.14,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-05-17,h22v05,887.0,1908.0,0.14,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-05-25,h22v05,887.0,1908.0,0.1466,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-06-02,h22v05,887.0,1908.0,0.1466,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-06-10,h22v05,887.0,1908.0,0.1677,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-06-18,h22v05,887.0,1908.0,0.1677,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-06-26,h22v05,887.0,1908.0,0.1368,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-07-04,h22v05,887.0,1908.0,0.1368,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-07-12,h22v05,887.0,1908.0,0.1682,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-07-20,h22v05,887.0,1908.0,0.1682,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-07-28,h22v05,887.0,1908.0,0.1434,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-08-05,h22v05,887.0,1908.0,0.1383,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-08-13,h22v05,887.0,1908.0,0.1383,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-08-21,h22v05,887.0,1908.0,0.1684,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-08-29,h22v05,887.0,1908.0,0.1684,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-09-06,h22v05,887.0,1908.0,0.1393,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-09-14,h22v05,887.0,1908.0,0.1341,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-09-22,h22v05,887.0,1908.0,0.1252,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-09-30,h22v05,887.0,1908.0,0.1454,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-10-08,h22v05,887.0,1908.0,0.1454,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-10-16,h22v05,887.0,1908.0,0.1335,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-10-24,h22v05,887.0,1908.0,0.1837,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-11-01,h22v05,887.0,1908.0,0.1837,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-11-09,h22v05,887.0,1908.0,0.1522,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-11-17,h22v05,887.0,1908.0,0.1285,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-11-25,h22v05,887.0,1908.0,0.1285,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-12-03,h22v05,887.0,1908.0,0.1381,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-12-11,h22v05,887.0,1908.0,0.1381,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-12-19,h22v05,887.0,1908.0,0.1545,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2018-12-27,h22v05,887.0,1908.0,0.1545,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-01-01,h22v05,887.0,1908.0,0.1719,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-01-09,h22v05,887.0,1908.0,0.1719,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-01-17,h22v05,887.0,1908.0,0.1213,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-01-25,h22v05,887.0,1908.0,0.1325,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-02-02,h22v05,887.0,1908.0,0.1328,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-02-10,h22v05,887.0,1908.0,0.1429,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-02-18,h22v05,887.0,1908.0,0.141,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-02-26,h22v05,887.0,1908.0,0.141,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-03-06,h22v05,887.0,1908.0,0.1243,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-03-14,h22v05,887.0,1908.0,0.2129,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-03-22,h22v05,887.0,1908.0,0.2129,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-03-30,h22v05,887.0,1908.0,0.2093,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-04-07,h22v05,887.0,1908.0,0.2104,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-04-15,h22v05,887.0,1908.0,0.2061,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-04-23,h22v05,887.0,1908.0,0.2086,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-05-01,h22v05,887.0,1908.0,0.2354,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-05-09,h22v05,887.0,1908.0,0.2354,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-05-17,h22v05,887.0,1908.0,0.1953,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-05-25,h22v05,887.0,1908.0,0.1875,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-06-02,h22v05,887.0,1908.0,0.1869,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-06-10,h22v05,887.0,1908.0,0.2094,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-06-18,h22v05,887.0,1908.0,0.2094,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-06-26,h22v05,887.0,1908.0,0.1653,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-07-04,h22v05,887.0,1908.0,0.1862,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-07-12,h22v05,887.0,1908.0,0.1862,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-07-20,h22v05,887.0,1908.0,0.1485,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-07-28,h22v05,887.0,1908.0,0.1649,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-08-05,h22v05,887.0,1908.0,0.1649,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-08-13,h22v05,887.0,1908.0,0.1467,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-08-21,h22v05,887.0,1908.0,0.1862,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-08-29,h22v05,887.0,1908.0,0.1862,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-09-06,h22v05,887.0,1908.0,0.1717,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-09-14,h22v05,887.0,1908.0,0.1343,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-09-22,h22v05,887.0,1908.0,0.1367,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-09-30,h22v05,887.0,1908.0,0.1367,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-10-08,h22v05,887.0,1908.0,0.1405,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-10-16,h22v05,887.0,1908.0,0.1405,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-10-24,h22v05,887.0,1908.0,0.1869,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-11-01,h22v05,887.0,1908.0,0.1869,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-11-09,h22v05,887.0,1908.0,0.1676,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-11-17,h22v05,887.0,1908.0,0.1279,2120.0,0b0000100001001000,0b00,"VI produced, good quality",0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-11-25,h22v05,887.0,1908.0,0.1279,2120.0,0b0000100001001000,0b00,"VI produced, good quality",0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-12-03,h22v05,887.0,1908.0,0.1444,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-12-11,h22v05,887.0,1908.0,0.1444,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-12-19,h22v05,887.0,1908.0,0.1349,2116.0,0b0000100001000100,0b00,"VI produced, good quality",0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2019-12-27,h22v05,887.0,1908.0,0.1003,2120.0,0b0000100001001000,0b00,"VI produced, good quality",0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2020-01-01,h22v05,887.0,1908.0,0.1003,2120.0,0b0000100001001000,0b00,"VI produced, good quality",0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2020-01-09,h22v05,887.0,1908.0,0.1003,2120.0,0b0000100001001000,0b00,"VI produced, good quality",0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2020-01-17,h22v05,887.0,1908.0,0.035,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2020-01-25,h22v05,887.0,1908.0,0.1408,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2020-02-02,h22v05,887.0,1908.0,0.1408,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2020-02-10,h22v05,887.0,1908.0,0.1365,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2020-02-18,h22v05,887.0,1908.0,0.1365,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2020-02-26,h22v05,887.0,1908.0,0.1541,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2020-03-05,h22v05,887.0,1908.0,0.1541,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2020-03-13,h22v05,887.0,1908.0,0.1788,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2020-03-21,h22v05,887.0,1908.0,0.186,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2020-03-29,h22v05,887.0,1908.0,0.21,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2020-04-06,h22v05,887.0,1908.0,0.2154,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2020-04-14,h22v05,887.0,1908.0,0.2154,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2020-04-22,h22v05,887.0,1908.0,0.2005,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
Iran,19,36.3,59.5,2020-04-30,h22v05,887.0,1908.0,0.1939,2112.0,0b0000100001000000,0b00,"VI produced, good quality",0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,land no desert,0b0,No,0b0,No
